cmd,created_at,fit_points_id,fitness,hit_count,points_id,source
"vote ( DT ( max_depth = 5 , min_samples_leaf = 0.3 ) )",2026-02-16T14:25:59,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 5 ) , GB ( n_estimators = 5 ) ; n_estimators = 50 )",2026-02-16T14:26:00,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 0.4 ) ; final_estimator = GB )",2026-02-16T14:26:00,"(127912421856560, 127912421855504)","(0.46875,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 ) , DT ( max_depth = 5 , min_samples_split = 0.3 ) , RF ( max_depth = 10 ) , NB ( var_smoothing = 1e-8 ) , XGB ( n_estimators = 3 , max_depth = 50 ) , SVM ( C = 50 , kernel = linear ) )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_leaf = 0.3 ) ; final_estimator = DT )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( max_depth = 50 ) , DT ( max_depth = 1 , criterion = gini ) ; n_estimators = 1 )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.4017857142857143,)",0,"(127912421854544, 127912421854832)",gui
bag ( KNN ( n_neighbors = 1 ) ),2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.4330357142857143,)",24,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 2 , min_samples_split = 3 ) )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 100 , max_depth = 2 ) ; n_estimators = 50 )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 1 , learning_rate = 50 ) , XGB ( max_depth = 2 ) , DT ( max_depth = 2 , min_samples_leaf = 0.3 ) )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 100 , min_samples_split = 0.4 ) )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 200 , min_samples_split = 0.4 ) , KNN ( n_neighbors = 200 ) , RF ( max_depth = 10 ) )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_leaf = 1 ) ; final_estimator = GB )",2026-02-16T14:26:01,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
"vote ( DT ( criterion = entropy ) , RF ( max_depth = 10 ) , KNN ( n_neighbors = 10 ) , GB ( n_estimators = 50 , learning_rate = 200 ) , GB ( n_estimators = 10 , learning_rate = 10 ) ; n_estimators = 5 )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.4553571428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , DT ( max_depth = 2 , min_samples_split = 2 ) , RF ( n_estimators = 2 ) , DT ( max_depth = 10 , criterion = log_loss ) , RF ( max_depth = 10 ) )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 200 , learning_rate = 100 ) )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.59375,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = gini , min_samples_split = 0.3 ) )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 200 ) ; voting = hard )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 1 ) , GB ( n_estimators = 50 , learning_rate = 200 ) )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3303571428571429,)",2,"(127912421854544, 127912421854832)",gui
ada ( LR ( penalty = l1 ) ; final_estimator = DT ),2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-7 ) , LR ( C = 50 ) ; n_estimators = 1 )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( max_depth = 1 ) ; n_estimators = 2 ),2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.4 ) , NB ( var_smoothing = 1e-7 ) , DT ( max_depth = 200 , min_samples_split = 0.3 ) , DT ( criterion = gini ) ; final_estimator = DT )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_split = 0.4 ) )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( LR ( C = 0.5 , max_iter = 1 ) ; voting = soft )",2026-02-16T14:26:02,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
bag ( XGB ( max_depth = 2 ) ; final_estimator = DT ),2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.3705357142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 1 , learning_rate = 0.5 ) )",2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.34375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 100 , min_samples_leaf = 3 ) ; n_estimators = 10 )",2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.5,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 10 , max_depth = 2 ) , RF ( n_estimators = 50 ) , LR ( C = 1.0 , max_iter = 10 ) , LR ( C = 1.0 ) , RF ( n_estimators = 50 ) )",2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
vote ( DT ( criterion = entropy ) ; final_estimator = RF ),2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 10 , criterion = entropy , min_samples_split = 0.5 ) ; final_estimator = KNN )",2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 3 , max_depth = 1 ) ; final_estimator = DT )",2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
vote ( LR ( C = 0.5 ) ; voting = hard ),2026-02-16T14:26:03,"(127912421856560, 127912421855504)","(0.4151785714285714,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 1 ) ; n_estimators = 1 ),2026-02-16T14:26:04,"(127912421856560, 127912421855504)","(0.3348214285714286,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , min_samples_leaf = 3 ) ; final_estimator = DT )",2026-02-16T14:26:04,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
bag ( XGB ( max_depth = 2 ) ; final_estimator = RF ),2026-02-16T14:26:04,"(127912421856560, 127912421855504)","(0.3839285714285714,)",1,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 1 , learning_rate = 0.5 ) , GB ( learning_rate = 10 ) ; final_estimator = LR )",2026-02-16T14:26:05,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
"stack ( NB ( var_smoothing = 1e-7 ) , RF ( n_estimators = 3 ) ; voting = soft )",2026-02-16T14:26:05,"(127912421856560, 127912421855504)","(0.3928571428571429,)",1,"(127912421854544, 127912421854832)",gui
"stack ( XGB ( n_estimators = 2 , max_depth = 3 ) )",2026-02-16T14:26:05,"(127912421856560, 127912421855504)","(0.3660714285714286,)",2,"(127912421854544, 127912421854832)",gui
vote ( RF ( max_depth = 5 ) ; final_estimator = KNN ),2026-02-16T14:26:05,"(127912421856560, 127912421855504)","(0.3482142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 3 , max_depth = 1 ) ; final_estimator = KNN )",2026-02-16T14:26:05,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
vote ( RF ( max_depth = 1 ) ; n_estimators = 1 ),2026-02-16T14:26:05,"(127912421856560, 127912421855504)","(0.3348214285714286,)",2,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 100 ) ; voting = soft ),2026-02-16T14:26:06,"(127912421856560, 127912421855504)","(0.3839285714285714,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 1 ) , XGB ( n_estimators = 2 , max_depth = 5 ) , XGB ( n_estimators = 10 , max_depth = 50 ) , XGB ( n_estimators = 50 , max_depth = 1 ) , RF ( n_estimators = 50 ) ; n_estimators = 100 )",2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.375,)",0,"(127912421854544, 127912421854832)",gui
vote ( GB ( n_estimators = 10 ) ; n_estimators = 50 ),2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 2 ) ; voting = soft )",2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 100 ) )",2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( LR ( C = 50 , max_iter = 2 ) ; n_estimators = 100 )",2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.3928571428571429,)",0,"(127912421854544, 127912421854832)",gui
stack ( SVM ( kernel = poly ) ; voting = soft ),2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.3660714285714286,)",1,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 1 , max_depth = 50 ) ; voting = hard )",2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.4017857142857143,)",4,"(127912421854544, 127912421854832)",gui
"vote ( DT ( criterion = entropy ) , RF ( max_depth = 10 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 1 , max_depth = 50 ) ; n_estimators = 200 )",2026-02-16T14:26:07,"(127912421856560, 127912421855504)","(0.4241071428571429,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 5 ) , GB ( n_estimators = 1 , learning_rate = 50 ) ; final_estimator = KNN )",2026-02-16T14:26:08,"(127912421856560, 127912421855504)","(0.3482142857142857,)",1,"(127912421854544, 127912421854832)",gui
stack ( KNN ( n_neighbors = 3 ) ; n_estimators = 50 ),2026-02-16T14:26:08,"(127912421856560, 127912421855504)","(0.4107142857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , criterion = entropy , min_samples_split = 0.5 ) , GB ( n_estimators = 10 ) , RF ( max_depth = 50 ) , RF ( max_depth = 2 ) , SVM ( C = 0.1 , kernel = poly ) ; n_estimators = 5 )",2026-02-16T14:26:09,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_leaf = 0.5 ) ; final_estimator = KNN )",2026-02-16T14:26:09,"(127912421856560, 127912421855504)","(0.40625,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 10 , max_depth = 5 ) ; final_estimator = LR )",2026-02-16T14:26:09,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 50 ) , RF ( n_estimators = 50 ) ; final_estimator = NB )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3794642857142857,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , min_samples_split = 0.3 ) , DT ( max_depth = 2 , min_samples_split = 50 ) , DT ( max_depth = 50 , min_samples_leaf = 200 ) , GB ( n_estimators = 3 , learning_rate = 100 ) , XGB ( n_estimators = 5 , max_depth = 5 ) , DT ( max_depth = 3 , criterion = gini , min_samples_split = 0.4 ) , DT ( max_depth = 50 , criterion = entropy ) ; final_estimator = NB )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3973214285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 1 , learning_rate = 50 ) , XGB ( max_depth = 2 ) , DT ( max_depth = 2 , min_samples_leaf = 200 ) )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3392857142857143,)",1,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 3 , learning_rate = 200 ) )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.59375,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.5 ) , DT ( max_depth = 1 , min_samples_split = 0.5 ) , GB ( n_estimators = 1 ) , KNN ( n_neighbors = 50 ) ; final_estimator = XGB )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , min_samples_split = 0.1 ) ; voting = soft )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 1 , min_samples_split = 0.3 ) ; voting = soft )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3392857142857143,)",3,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 5 , min_samples_leaf = 0.1 ) )",2026-02-16T14:26:10,"(127912421856560, 127912421855504)","(0.3839285714285714,)",1,"(127912421854544, 127912421854832)",gui
"stack ( RF ( max_depth = 5 ) , GB ( n_estimators = 5 , learning_rate = 50 ) ; final_estimator = KNN )",2026-02-16T14:26:11,"(127912421856560, 127912421855504)","(0.3526785714285714,)",0,"(127912421854544, 127912421854832)",gui
"stack ( GB ( n_estimators = 1 ) , NB ( var_smoothing = 1e-9 ) ; voting = soft )",2026-02-16T14:26:11,"(127912421856560, 127912421855504)","(0.3839285714285714,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 50 , min_samples_leaf = 100 ) )",2026-02-16T14:26:11,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( RF ( n_estimators = 50 , max_depth = 1 ) , GB ( n_estimators = 5 , learning_rate = 100 ) )",2026-02-16T14:26:11,"(127912421856560, 127912421855504)","(0.3303571428571429,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 3 , min_samples_split = 0.3 ) , DT ( max_depth = 2 , min_samples_split = 0.4 ) , DT ( max_depth = 50 , min_samples_leaf = 0.4 ) , GB ( n_estimators = 50 , learning_rate = 100 ) , XGB ( n_estimators = 1 , max_depth = 5 ) , XGB ( max_depth = 2 ) , DT ( max_depth = 2 , min_samples_leaf = 0.2 ) ; n_estimators = 5 )",2026-02-16T14:26:12,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 3 , min_samples_split = 0.1 ) ; final_estimator = XGB )",2026-02-16T14:26:12,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
bag ( DT ( criterion = gini ) ; voting = soft ),2026-02-16T14:26:12,"(127912421856560, 127912421855504)","(0.4330357142857143,)",2,"(127912421854544, 127912421854832)",gui
stack ( SVM ( kernel = poly ) ; final_estimator = DT ),2026-02-16T14:26:12,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 3 , max_depth = 1 ) ; final_estimator = KNN )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( GB ( n_estimators = 10 , learning_rate = 50 ) , GB ( learning_rate = 0.1 ) , SVM ( C = 1.0 ) , RF ( max_depth = 1 ) )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3348214285714286,)",0,"(127912421854544, 127912421854832)",gui
"stack ( RF ( n_estimators = 2 , max_depth = 100 ) ; final_estimator = NB )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.4598214285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( XGB ( n_estimators = 50 , max_depth = 1 ) )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3660714285714286,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 200 , min_samples_split = 0.5 ) ; voting = soft )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
stack ( DT ( criterion = entropy ) ; voting = soft ),2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.4955357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( DT ( max_depth = 2 , criterion = log_loss , min_samples_split = 100 ) )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 5 , criterion = entropy , min_samples_split = 0.5 ) ; voting = hard )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3392857142857143,)",2,"(127912421854544, 127912421854832)",gui
"vote ( NB ( var_smoothing = 1e-9 ) , SVM ( C = 1.0 , kernel = linear ) , SVM ( kernel = poly ) , DT ( max_depth = 200 , criterion = log_loss , min_samples_split = 0.4 ) ; voting = soft )",2026-02-16T14:26:13,"(127912421856560, 127912421855504)","(0.3616071428571429,)",0,"(127912421854544, 127912421854832)",gui
stack ( RF ( max_depth = 2 ) ; voting = soft ),2026-02-16T14:26:14,"(127912421856560, 127912421855504)","(0.34375,)",1,"(127912421854544, 127912421854832)",gui
"stack ( DT ( max_depth = 200 , min_samples_split = 50 ) ; final_estimator = KNN )",2026-02-16T14:26:14,"(127912421856560, 127912421855504)","(0.3705357142857143,)",0,"(127912421854544, 127912421854832)",gui
"vote ( SVM ( C = 50 , kernel = linear ) ; final_estimator = LR )",2026-02-16T14:26:14,"(127912421856560, 127912421855504)","(0.4107142857142857,)",0,"(127912421854544, 127912421854832)",gui
"bag ( XGB ( n_estimators = 1 , max_depth = 1 ) ; final_estimator = NB )",2026-02-16T14:26:14,"(127912421856560, 127912421855504)","(0.3392857142857143,)",0,"(127912421854544, 127912421854832)",gui
vote ( SVM ( kernel = poly ) ; n_estimators = 100 ),2026-02-16T14:26:14,"(127912421856560, 127912421855504)","(0.3571428571428571,)",0,"(127912421854544, 127912421854832)",gui
